probe_id	group_a_mean_beta	group_b_mean_beta	delta_beta	group_a_n	group_b_n	p_value	abs_delta_beta	direction	fdr	significant	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	annotation_source	predicted_expression_effect	mechanics_basis
cg06315390	0.5856558139534883	0.15542564102564102	0.43023017292784727	86	39	7.166731056151949e-26	0.43023017292784727	hypermethylated	9.698034586822367e-25	True	FAM118A	chr22	45309032	45309034	-	TSS1500	True	-933.0	OpenSea		imputed_from_region_mix	silencing	promoter_hypermethylation
cg17520909	0.4691448275862067	0.896428205128205	-0.4272833775419983	87	39	7.155447368118198e-26	0.4272833775419983	hypomethylated	9.698034586822367e-25	True	CRP	chr1	159714064	159714066	+	TSS1500	True	-599.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg11185753	0.3770402298850576	0.7984051282051283	-0.42136489832007074	87	39	8.89305061287874e-26	0.42136489832007074	hypomethylated	1.1975102957636224e-24	True	ZFPM2	chr8	104976054	104976056	-	5UTR_1stExon	False	26706.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg21959598	0.38314137931034475	0.8151923076923077	-0.4320509283819629	87	39	9.343829864719997e-26	0.4320509283819629	hypomethylated	1.2520732018724795e-24	True	VOPP1	chr7	55570025	55570027	-	5UTR_1stExon	False	36080.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg01577083	0.3368372093023255	0.8221736842105263	-0.48533647490820075	86	38	1.0046440724801412e-25	0.48533647490820075	hypomethylated	1.339687993739295e-24	True	RBFOX1	chr16	5436266	5436268	-	gene_body	False	15016.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg12374721	0.615440229885057	0.1375846153846154	0.47785561450044156	87	39	1.0499481567119256e-25	0.47785561450044156	hypermethylated	1.3933369983032172e-24	True	AC091179.3,AC091179.4;PRAC1;PRAC2	chr17	48722277	48722279	-	gene_body	False	30999.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg14523847	0.5743953488372093	0.10444473684210526	0.4699506119951041	86	38	1.2575700289569146e-25	0.4699506119951041	hypermethylated	1.6608388795887713e-24	True	DPP6	chr7	153887511	153887513	+	gene_body	False	12351.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg01444716	0.6753126436781609	0.19703076923076923	0.4782818744473917	87	39	1.715965078077547e-25	0.4782818744473917	hypermethylated	2.2553856791765653e-24	True	AL035448.1,BTBD3	chr20	11917908	11917910	-	intergenic	False	20731.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg17534034	0.23298372093023256	0.8400897435897438	-0.6071060226595112	86	39	1.793959505963483e-25	0.6071060226595112	hypomethylated	2.346669887086518e-24	True	ZFPM2,ZFPM2-AS1	chr8	105574651	105574653	-	gene_body	False	19389.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg05937737	0.6765574712643677	0.15831578947368424	0.5182416817906834	87	38	1.8999590574839822e-25	0.5182416817906834	hypermethylated	2.4632704222010417e-24	True	AC026316.4,SLC7A14;SLC7A14-AS1	chr3	170585750	170585752	-	TSS1500	True	-1313.0	Island		imputed_from_region_mix	silencing	promoter_hypermethylation
cg03752741	0.4373482758620689	0.8237615384615383	-0.3864132625994694	87	39	1.9010314142942149e-25	0.3864132625994694	hypomethylated	2.4632704222010417e-24	True	SH3GL3	chr15	83499706	83499708	-	TSS1500	True	-198.0	S_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg04522625	0.4814862068965518	0.8878025641025642	-0.4063163572060124	87	39	2.003578723533323e-25	0.4063163572060124	hypomethylated	2.583958100256356e-24	True	ADAMTS9-AS2	chr3	64765974	64765976	+	gene_body	False	22525.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg26429674	0.46605862068965526	0.8902999999999998	-0.4242413793103445	87	39	2.0605890526743935e-25	0.4242413793103445	hypomethylated	2.6450645456525977e-24	True	CDH4	chr20	61895210	61895212	+	5UTR_1stExon	False	38346.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg27319917	0.7528965517241382	0.19160512820512826	0.5612914235190098	87	39	2.1687463261066426e-25	0.5612914235190098	hypermethylated	2.770951701309278e-24	True	AC026470.2,N4BP1	chr16	48558782	48558784	-	gene_body	False	17032.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg23230830	0.42328965517241385	0.8411974358974359	-0.41790778072502205	87	39	2.216570642746719e-25	0.41790778072502205	hypomethylated	2.8189442387153874e-24	True	CR589904.2,LYPD8	chr1	248739798	248739800	+	TSS1500	True	-1264.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg19793904	0.38917126436781596	0.8451973684210529	-0.4560261040532369	87	38	2.338478477909183e-25	0.4560261040532369	hypomethylated	2.96027667226568e-24	True	TMEM132C	chr12	128458731	128458733	+	5UTR_1stExon	False	31990.0	N_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg22963629	0.4365564705882352	0.8358641025641028	-0.3993076319758676	85	39	2.426235974169021e-25	0.3993076319758676	hypomethylated	3.0572799179093127e-24	True	ADCYAP1R1	chr7	31107726	31107728	-	intergenic	False	38264.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg20200460	0.38559885057471266	0.8549736842105267	-0.469374833635814	87	38	2.8374126403067445e-25	0.469374833635814	hypomethylated	3.559074211380195e-24	True		chr10	128367236	128367238	+	5UTR_1stExon	False	17117.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg04892766	0.45924999999999994	0.8339921052631578	-0.3747421052631579	86	38	2.9523424133912036e-25	0.3747421052631579	hypomethylated	3.686402095266198e-24	True	AC104435.2	chr3	72521166	72521168	+	gene_body	False	11134.0	S_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg06083330	0.521396511627907	0.08116666666666666	0.44022984496124035	86	39	3.12799128398649e-25	0.44022984496124035	hypermethylated	3.888050704575063e-24	True	POU4F2	chr4	146640050	146640052	-	TSS200	True	-477.0	OpenSea		imputed_from_region_mix	silencing	promoter_hypermethylation
cg20981848	0.7732127906976747	0.1998333333333333	0.5733794573643414	86	39	3.23605141349805e-25	0.5733794573643414	hypermethylated	4.004249203999614e-24	True	AL035448.1,BTBD3	chr20	11918609	11918611	-	5UTR_1stExon	True	68.0	OpenSea		published_manifest	silencing	promoter_hypermethylation
cg26491818	0.5433162790697673	0.9220973684210525	-0.3787810893512852	86	38	4.258527158844418e-25	0.3787810893512852	hypomethylated	5.2458179844599175e-24	True	RIMBP2	chr12	130477403	130477405	+	gene_body	False	2370.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg17279458	0.730035632183908	0.24052307692307692	0.48951255526083104	87	39	6.92190726249396e-25	0.48951255526083104	hypermethylated	8.413486393836686e-24	True	ZNF502	chr3	44712455	44712457	+	TSS200	True	-187.0	N_Shore		published_manifest	silencing	promoter_hypermethylation
cg07953015	0.7057781609195404	0.2286846153846154	0.477093545534925	87	39	6.984530348324488e-25	0.477093545534925	hypermethylated	8.452204787157431e-24	True	SELENOW	chr19	47782064	47782066	-	gene_body	False	26896.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg17538572	0.5129574712643677	0.0821794871794872	0.43077798408488055	87	39	8.82223461126152e-25	0.43077798408488055	hypermethylated	1.0629244946112017e-23	True	AL358613.3,CYP26A1	chr10	93075005	93075007	+	intergenic	False	25593.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg03276000	0.3742333333333333	0.7885230769230771	-0.4142897435897438	87	39	1.0678373943302723e-24	0.4142897435897438	hypomethylated	1.2809385686573178e-23	True	DPP6	chr7	154390889	154390891	-	TSS200	True	-1206.0	S_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg06712013	0.3589604651162791	0.7403410256410259	-0.3813805605247468	86	39	1.0729094054815838e-24	0.3813805605247468	hypomethylated	1.2814270160251787e-23	True	SPATS2	chr12	49365761	49365763	+	gene_body	False	21715.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg01851378	0.6368781609195404	0.17196153846153847	0.4649166224580019	87	39	1.2477642031077751e-24	0.4649166224580019	hypermethylated	1.4838131021372546e-23	True	AC087564.1	chr16	51153013	51153015	-	gene_body	False	17853.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg09313140	0.3258802325581395	0.8147000000000001	-0.48881976744186056	86	39	1.3091327524619366e-24	0.48881976744186056	hypomethylated	1.550080892677991e-23	True		chr12	127825047	127825049	+	intergenic	False	19229.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg25267258	0.4788942528735632	0.8774564102564102	-0.398562157382847	87	39	1.381934188449455e-24	0.398562157382847	hypomethylated	1.6292588908457737e-23	True	OR14J1	chr6	29306842	29306844	+	gene_body	False	1398.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg19313373	0.47393678160919533	0.8538657894736842	-0.37992900786448885	87	38	1.4764219804173388e-24	0.37992900786448885	hypomethylated	1.7332184530796708e-23	True	DDR2	chr1	162724393	162724395	-	5UTR_1stExon	False	21242.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg00082219	0.6949372093023257	0.26481538461538473	0.430121824686941	86	39	1.981768763372601e-24	0.430121824686941	hypermethylated	2.3165611885040575e-23	True	FEV,LINC00608	chr2	218981576	218981578	+	5UTR_1stExon	False	1685.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg19507206	0.589196511627907	0.1357794871794872	0.4534170244484198	86	39	2.0333871560944942e-24	0.4534170244484198	hypermethylated	2.3608424745633386e-23	True		chr10	101284250	101284252	+	5UTR_1stExon	False	23318.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg09094964	0.4490302325581395	0.8932333333333334	-0.4442031007751939	86	39	2.036838975142014e-24	0.4442031007751939	hypomethylated	2.3608424745633386e-23	True	LINC00940	chr12	1936878	1936880	-	5UTR_1stExon	False	14140.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg10216717	0.3517069767441861	0.8035076923076923	-0.45180071556350615	86	39	2.5587963373968166e-24	0.45180071556350615	hypomethylated	2.9533670331214516e-23	True	TMEM132C	chr12	128414744	128414746	+	5UTR_1stExon	False	4377.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg18751231	0.42562470588235285	0.793928947368421	-0.36830424148606816	85	38	3.159919877111265e-24	0.36830424148606816	hypomethylated	3.616791626010269e-23	True	IQCJ-SCHIP1	chr3	159787250	159787252	+	gene_body	False	29207.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg22740796	0.2678908045977012	0.8545307692307691	-0.5866399646330679	87	39	3.457633131671598e-24	0.5866399646330679	hypomethylated	3.937231541900272e-23	True		chr10	130663016	130663018	+	intergenic	True	0.0	OpenSea		published_manifest	activation	promoter_hypomethylation
cg10013324	0.3169850574712644	0.776123076923077	-0.45913801945181265	87	39	3.4685476270107965e-24	0.45913801945181265	hypomethylated	3.937231541900272e-23	True	RBFOX1	chr16	6285192	6285194	-	TSS200	True	-830.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg10019467	0.296946511627907	0.7603102564102563	-0.4633637447823493	86	39	3.618780997531933e-24	0.4633637447823493	hypomethylated	4.09086065852684e-23	True	RBM47	chr4	40630770	40630772	-	gene_body	False	22911.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg09887059	0.6771563218390808	0.11153846153846153	0.5656178603006192	87	39	3.984063128524216e-24	0.5656178603006192	hypermethylated	4.4853366451049267e-23	True	LHX5-AS1	chr12	113478858	113478860	-	gene_body	False	6856.0	Island		published_manifest	ambiguous	outside_promoter
cg20701926	0.4331471264367815	0.8316461538461538	-0.3984990274093723	87	39	4.247010027154048e-24	0.3984990274093723	hypomethylated	4.7618516508539466e-23	True		chr1	226221025	226221027	+	intergenic	False	25933.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg01764252	0.6349471264367814	0.17641025641025646	0.458536870026525	87	39	4.492845478048431e-24	0.458536870026525	hypermethylated	5.017010783820747e-23	True	AC008525.1,MEF2C-AS2	chr5	88695253	88695255	-	TSS1500	True	-212.0	OpenSea		published_manifest	silencing	promoter_hypermethylation
cg00495860	0.5422218390804598	0.099325641025641	0.44289619805481883	87	39	4.522401385768103e-24	0.44289619805481883	hypermethylated	5.029569476398777e-23	True		chr21	36693223	36693225	-	TSS1500	True	-680.0	OpenSea		imputed_from_region_mix	silencing	promoter_hypermethylation
cg26327040	0.38074827586206894	0.8048102564102566	-0.42406198054818767	87	39	4.5845190754941414e-24	0.42406198054818767	hypomethylated	5.078094314670325e-23	True	ADGRD1	chr12	131076534	131076536	+	intergenic	False	10032.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg00193200	0.7179597701149424	0.21502564102564106	0.5029341290893014	87	39	4.783105087528797e-24	0.5029341290893014	hypermethylated	5.276783002185384e-23	True	AC072026.2,STXBP5L	chr3	120907805	120907807	-	gene_body	False	16616.0	S_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg04522792	0.43737011494252875	0.8405538461538463	-0.40318373121131756	87	39	5.0840371756438236e-24	0.40318373121131756	hypomethylated	5.586340048597434e-23	True		chr8	121530963	121530965	+	gene_body	False	16184.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg13575139	0.29043678160919545	0.6764179487179488	-0.38598116710875335	87	39	5.265192939036846e-24	0.38598116710875335	hypomethylated	5.762344622921998e-23	True		chr3	58471248	58471250	+	intergenic	False	27523.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg12107530	0.4429678160919541	0.8520333333333332	-0.4090655172413791	87	39	6.2419040230626225e-24	0.4090655172413791	hypomethylated	6.804170774346437e-23	True		chr10	131993353	131993355	+	5UTR_1stExon	False	16281.0	S_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg02467858	0.654991860465116	0.21442820512820512	0.4405636553369109	86	39	8.596844562202101e-24	0.4405636553369109	hypermethylated	9.334202376430502e-23	True	LRRC28,TTC23	chr15	99250695	99250697	-	TSS200	True	-268.0	Island		imputed_from_region_mix	silencing	promoter_hypermethylation
cg03340408	0.34046091954023006	0.7758743589743591	-0.435413439434129	87	39	1.0907936586544767e-23	0.435413439434129	hypomethylated	1.1796890473715936e-22	True	NAV1	chr1	201687179	201687181	+	gene_body	False	5375.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg20972294	0.4076895348837211	0.8263102564102562	-0.4186207215265351	86	39	1.2502920600773663e-23	0.4186207215265351	hypomethylated	1.3468832506009903e-22	True	OPCML	chr11	133136023	133136025	+	intergenic	False	23798.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg01631319	0.2564114942528736	0.6943692307692308	-0.4379577365163573	87	39	1.3043534388239677e-23	0.4379577365163573	hypomethylated	1.3996323814255623e-22	True	AC011700.1,PROX1;PROX1-AS1	chr1	213984805	213984807	+	TSS1500	True	-32.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg23253309	0.45512643678160924	0.8823921052631581	-0.4272656684815489	87	38	1.5523897556436432e-23	0.4272656684815489	hypomethylated	1.6593053146899175e-22	True	AJ011931.1,AJ011931.2;PCBP3	chr21	45872338	45872340	+	5UTR_1stExon	False	34963.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg26354493	0.8125186046511621	0.2699435897435897	0.5425750149075724	86	39	1.5900622665818854e-23	0.5425750149075724	hypermethylated	1.692984901666837e-22	True	FSD1	chr19	4305074	4305076	-	5UTR_1stExon	True	375.0	Island		published_manifest	silencing	promoter_hypermethylation
cg08622666	0.34379195402298857	0.7278974358974357	-0.38410548187444715	87	39	1.842818828121376e-23	0.38410548187444715	hypomethylated	1.9545263787063395e-22	True	RANBP9	chr6	13695510	13695512	-	gene_body	False	19424.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg23950788	0.405351724137931	0.8005538461538463	-0.39520212201591526	87	39	1.8715320719877563e-23	0.39520212201591526	hypomethylated	1.9773456160578332e-22	True	PPP1R17	chr7	31688860	31688862	+	TSS1500	True	-148.0	S_Shelf		imputed_from_region_mix	activation	promoter_hypomethylation
cg17394978	0.31239655172413794	0.6738333333333334	-0.36143678160919546	87	39	2.2748438218459855e-23	0.36143678160919546	hypomethylated	2.3851129689354666e-22	True	AC116366.2,IRF1	chr5	132488809	132488811	-	TSS200	True	-874.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg00002719	0.5170988505747128	0.07800512820512821	0.4390937223695846	87	39	2.3053549249089854e-23	0.4390937223695846	hypermethylated	2.407912539439157e-22	True	CCDC181	chr1	169427467	169427469	-	TSS200	True	-5.0	Island		published_manifest	silencing	promoter_hypermethylation
cg21549161	0.4635344827586207	0.8302684210526315	-0.36673393829401085	87	38	2.324656777133929e-23	0.36673393829401085	hypomethylated	2.4188758207526145e-22	True	AC093655.1	chr7	68257035	68257037	+	TSS200	True	-696.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg00322927	0.43053103448275876	0.8886333333333332	-0.4581022988505744	87	39	2.421036943936887e-23	0.4581022988505744	hypomethylated	2.5002212349603866e-22	True	OPCML	chr11	132837791	132837793	-	intergenic	False	39628.0	N_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg07834841	0.42326428571428554	0.8682666666666669	-0.4450023809523813	84	39	2.4140084126656766e-23	0.4450023809523813	hypomethylated	2.5002212349603866e-22	True		chr10	128387077	128387079	-	gene_body	False	4811.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg08304190	0.5735425287356323	0.10768717948717949	0.4658553492484528	87	39	2.5956875952164002e-23	0.4658553492484528	hypermethylated	2.670544503393053e-22	True	MIR663A,MIR663AHG	chr20	26208360	26208362	-	5UTR_1stExon	True	74.0	Island		published_manifest	silencing	promoter_hypermethylation
cg23200020	0.5747593023255813	0.08825263157894739	0.4865066707466339	86	38	3.26950154080484e-23	0.4865066707466339	hypermethylated	3.3512390793249613e-22	True	SCGB1B2P	chr19	34577649	34577651	+	gene_body	False	30493.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg22714290	0.4832241379310346	0.862923076923077	-0.37969893899204243	87	39	3.282486145881678e-23	0.37969893899204243	hypomethylated	3.3520406850323306e-22	True	MIR29B2CHG	chr1	207819202	207819204	-	gene_body	False	28948.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg05492975	0.46481860465116265	0.8586589743589743	-0.39384036970781167	86	39	4.43537259484226e-23	0.39384036970781167	hypomethylated	4.495929342447117e-22	True	CDH4	chr20	61544451	61544453	+	TSS1500	True	-674.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg07557423	0.35328160919540225	0.7510307692307692	-0.3977491600353669	87	39	4.6474260449493536e-23	0.3977491600353669	hypomethylated	4.693558582895542e-22	True	ATP8A1	chr4	42655885	42655887	-	TSS200	True	-631.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg07568841	0.3065436781609195	0.7766333333333332	-0.4700896551724137	87	39	4.9376096819361886e-23	0.4700896551724137	hypomethylated	4.950224013240406e-22	True	ZNRF2	chr7	30323164	30323166	-	TSS200	True	-1486.0	S_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg00982519	0.30346666666666666	0.7405432432432433	-0.4370765765765766	87	37	4.925006210147179e-23	0.4370765765765766	hypomethylated	4.950224013240406e-22	True	SFTA1P	chr10	10795854	10795856	+	5UTR_1stExon	False	38268.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg02323003	0.4110574712643678	0.8025794871794873	-0.39152201591511954	87	39	5.268113967138497e-23	0.39152201591511954	hypomethylated	5.262366933719801e-22	True		chr10	128727394	128727396	-	gene_body	False	20385.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg19368016	0.35550588235294106	0.7643948717948719	-0.4088889894419308	85	39	5.770751601143837e-23	0.4088889894419308	hypomethylated	5.743570524761638e-22	True	CELF2	chr10	11145800	11145802	-	gene_body	False	25249.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg04111071	0.615493023255814	0.1305179487179487	0.4849750745378653	86	39	8.024501053695825e-23	0.4849750745378653	hypermethylated	7.957871622564054e-22	True	TMEM196	chr7	19773675	19773677	+	5UTR_1stExon	False	16779.0	S_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg22511877	0.4392735632183908	0.8723333333333334	-0.4330597701149426	87	39	8.782073524391441e-23	0.4330597701149426	hypomethylated	8.677825889029958e-22	True	MYT1L	chr2	1939169	1939171	-	gene_body	False	6207.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg22425474	0.6465639534883724	0.19073846153846152	0.45582549194991084	86	39	1.0219800293575066e-22	0.45582549194991084	hypermethylated	1.0010778270678574e-21	True	AL645929.2	chr6	29850308	29850310	+	gene_body	False	27447.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg04438395	0.36729770114942534	0.774302564102564	-0.4070048629531387	87	39	1.0240366560104403e-22	0.4070048629531387	hypomethylated	1.0010778270678574e-21	True	LINC02646	chr10	130401917	130401919	+	TSS200	True	-979.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg18924324	0.5788298850574713	0.12127692307692307	0.4575529619805483	87	39	1.0485583702134793e-22	0.4575529619805483	hypermethylated	1.0214148379349034e-21	True	PRDM13	chr6	99609266	99609268	-	gene_body	False	36037.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg10715092	0.6568149425287357	0.1491794871794872	0.5076354553492486	87	39	1.2091097313198757e-22	0.5076354553492486	hypermethylated	1.1736482091645579e-21	True	MIR663A,MIR663AHG	chr20	26209717	26209719	-	5UTR_1stExon	True	122.0	S_Shore		published_manifest	silencing	promoter_hypermethylation
cg25188238	0.4751563218390803	0.8411384615384614	-0.3659821396993811	87	39	1.23141956129648e-22	0.3659821396993811	hypomethylated	1.1910949066483912e-21	True	XKR4	chr8	55524029	55524031	-	gene_body	False	4272.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg17080335	0.531958620689655	0.9047710526315789	-0.3728124319419238	87	38	1.422556578542193e-22	0.3728124319419238	hypomethylated	1.371144884651019e-21	True	RIMBP2	chr12	130545660	130545662	+	gene_body	False	1375.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg18450582	0.3453551724137931	0.8179692307692309	-0.4726140583554378	87	39	1.978523879426343e-22	0.4726140583554378	hypomethylated	1.8937299988794994e-21	True	DYNC1I1	chr7	95917226	95917228	+	gene_body	False	35455.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg06880420	0.31610689655172414	0.7673282051282053	-0.4512213085764812	87	39	2.0875807284693766e-22	0.4512213085764812	hypomethylated	1.9911750906615893e-21	True	NR5A2	chr1	200150858	200150860	+	TSS1500	True	-1075.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg05174942	0.4096241379310345	0.7945358974358975	-0.38491175950486295	87	39	2.199422116967563e-22	0.38491175950486295	hypomethylated	2.0905925796920055e-21	True	VTRNA1-2	chr5	140718806	140718808	+	TSS200	True	-224.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg21334513	0.7057781609195397	0.18796666666666667	0.5178114942528731	87	39	2.762836455406982e-22	0.5178114942528731	hypermethylated	2.6083054430037927e-21	True		chr6	30127470	30127472	+	intergenic	False	3266.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg15645309	0.3203860465116279	0.7580717948717947	-0.43768574836016677	86	39	2.763075660408095e-22	0.43768574836016677	hypomethylated	2.6083054430037927e-21	True	BATF	chr14	75522403	75522405	+	TSS200	True	-225.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg12438155	0.3348345238095238	0.7997948717948719	-0.4649603479853481	84	39	2.7820470167792887e-22	0.4649603479853481	hypomethylated	2.6172202585933926e-21	True		chr1	4163832	4163834	+	intergenic	True	0.0	S_Shelf		published_manifest	activation	promoter_hypomethylation
cg05497273	0.4329977011494252	0.8030256410256412	-0.370027939876216	87	39	2.995467092845928e-22	0.370027939876216	hypomethylated	2.808378192507769e-21	True	RBFOX1	chr16	6480371	6480373	+	TSS1500	True	-146.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg22347967	0.36113218390804597	0.7740153846153845	-0.4128832007073386	87	39	3.082916790979609e-22	0.4128832007073386	hypomethylated	2.880534838374485e-21	True		chr12	127757428	127757430	-	TSS200	True	-717.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg07489502	0.5790942528735634	0.1408184210526316	0.4382758318209318	87	38	3.636946763423588e-22	0.4382758318209318	hypermethylated	3.3866755115676597e-21	True	PCDHGA1,PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7	chr5	141432074	141432076	-	gene_body	False	1486.0	Island		published_manifest	ambiguous	outside_promoter
cg10310168	0.3880793103448275	0.7756794871794871	-0.3876001768346596	87	39	4.682915299964725e-22	0.3876001768346596	hypomethylated	4.345935246284831e-21	True		chr1	4316319	4316321	-	TSS200	True	-365.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg26432869	0.8410954022988505	0.29141025641025636	0.5496851458885941	87	39	5.010056745388392e-22	0.5496851458885941	hypermethylated	4.633880767535998e-21	True		chr8	122338972	122338974	+	intergenic	False	19418.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg26365545	0.7354172413793104	0.23157692307692307	0.5038403183023874	87	39	5.602546611319146e-22	0.5038403183023874	hypermethylated	5.164495148085132e-21	True	OTP	chr5	77636190	77636192	-	gene_body	False	21436.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg06998282	0.6367988372093022	0.15236153846153846	0.48443729874776376	86	39	6.505977434519898e-22	0.48443729874776376	hypermethylated	5.9772307734535644e-21	True	ENPP2	chr8	119639157	119639159	-	gene_body	False	30051.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg21374754	0.3520632183908046	0.7675487179487178	-0.4154854995579132	87	39	9.84119620237378e-22	0.4154854995579132	hypomethylated	9.011255322640257e-21	True	LYZL4	chr3	42411369	42411371	-	5UTR_1stExon	False	24828.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg02313130	0.4070724137931034	0.7992743589743588	-0.39220194518125545	87	39	1.153017448010078e-21	0.39220194518125545	hypomethylated	1.0522720696623536e-20	True	CAPN8	chr1	223666744	223666746	-	TSS1500	True	-1051.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg13130398	0.400986046511628	0.8136153846153846	-0.4126293381037566	86	39	1.4152014921455135e-21	0.4126293381037566	hypomethylated	1.2872710261336841e-20	True	RABGAP1L	chr1	174875258	174875260	-	gene_body	False	4076.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg20370678	0.6198068965517239	0.13634871794871795	0.483458178603006	87	39	1.695506172168263e-21	0.483458178603006	hypermethylated	1.5371470148337354e-20	True	AC025048.1	chr17	60138935	60138937	+	TSS1500	True	-1274.0	Island		imputed_from_region_mix	silencing	promoter_hypermethylation
cg22039357	0.3348586206896551	0.775574358974359	-0.4407157382847039	87	39	2.342945857008523e-21	0.4407157382847039	hypomethylated	2.1101876292466927e-20	True	C1orf21	chr1	184419540	184419542	+	5UTR_1stExon	False	23822.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
